ih_1,ih_2,ih_3,ih_4,ih_5,ih_6,ih_7,ih_8,ih_9,ih_10,ih_11,ih_12,ih_13,ih_14,ih_15,ih_16,ih_17,ih_18,ih_19,ih_20,ih_21,ih_22,ih_23,ih_24,ih_25,ih_26,ih_27,ih_28,ih_29,ih_30,ih_31,ih_32,ih_33,ih_34,ih_35,ih_36,ih_37,ih_38,ih_39,ih_40,ih_41,ih_42,ih_43,ih_44,ih_45,ih_46,ih_47,ih_48,ih_49,ih_50,ih_51,ih_52,gender,age,race,sat,act,phil_cls,psyc_cls,educ
6,4,4,4,2,2,1,6,5,5,6,2,3,5,5,5,4,5,6,5,3,1,6,7,4,1,1,2,1,2,1,5,1,7,7,7,3,1,6,3,6,2,4,2,7,3,6,1,5,1,2,1,2,39,1,1370,33,1,1,6
6,2,6,5,3,3,5,5,7,,5,2,4,5,3,5,2,5,6,5,6,3,,5,5,5,3,5,3,6,2,6,2,5,5,4,3,3,2,5,6,3,3,5,5,5,6,5,5,2,2,2,1,24,7,,28,1,2,4
2,6,2,7,1,1,1,7,4,3,2,7,7,1,4,5,6,1,7,6,2,1,6,6,1,3,1,7,1,2,1,3,1,7,7,7,1,1,7,5,6,6,1,7,7,7,7,1,5,1,1,5,2,59,7,,,0,0,2
4,7,4,4,1,1,1,6,1,4,6,1,6,5,6,7,7,1,7,7,1,1,6,6,7,2,1,6,2,5,1,6,2,7,7,6,2,2,7,6,6,7,2,6,6,5,7,1,2,1,1,1,2,36,7,,,0,0,2
2,5,2,6,6,3,5,2,6,2,5,4,3,3,6,5,2,6,6,3,3,3,2,5,5,5,5,2,5,5,2,2,6,6,6,5,2,2,6,6,5,5,5,6,5,2,6,5,5,2,6,5,2,24,5,1450,,0,1,4
6,5,7,6,1,2,1,5,1,2,3,5,6,2,5,5,5,6,2,6,5,6,1,7,3,7,2,5,3,1,3,2,1,5,3,6,5,5,3,2,5,3,2,5,5,3,3,3,3,2,1,2,2,32,7,,31,1,0,2
6,5,5,5,2,4,6,4,5,5,5,5,5,5,3,2,3,5,5,5,5,3,5,6,5,5,2,5,6,2,3,3,5,6,4,5,5,5,5,5,6,6,5,6,6,5,5,5,6,3,6,3,1,22,7,2100,,1,10,4
5,4,4,6,2,4,5,3,6,4,5,3,6,4,4,5,4,4,6,4,3,2,5,4,2,2,5,4,5,5,5,3,2,6,6,6,3,4,4,6,4,5,5,2,4,5,5,2,4,3,2,4,2,29,1,,,0,25,4
6,5,4,5,2,1,2,2,6,7,7,1,3,6,6,4,6,2,7,6,2,3,6,6,5,2,3,6,2,2,2,7,2,7,7,5,5,2,6,7,2,2,2,2,6,3,6,2,3,1,2,2,1,30,7,2010,31,1,3,
2,6,2,6,2,2,2,6,2,2,2,6,6,2,2,4,6,2,6,5,2,2,6,7,2,2,2,6,2,6,1,2,2,6,6,5,2,2,6,6,6,6,2,6,6,6,6,1,2,2,2,2,1,33,7,,26,2,1,2
3,6,3,2,2,4,2,3,6,7,5,4,5,3,5,5,7,6,6,6,4,5,6,6,3,2,1,6,1,5,2,5,2,7,6,5,6,4,5,3,4,2,4,2,5,2,6,1,5,1,2,1,2,23,7,,28,2,2,4
3,6,3,7,2,3,2,3,3,5,5,6,5,3,5,6,5,3,6,5,3,3,6,6,5,2,3,6,3,1,4,3,3,6,6,6,6,2,6,5,3,5,3,3,6,6,5,1,3,1,2,1,2,23,7,2000,,0,0,2
2,2,2,6,2,4,2,2,5,4,6,6,4,4,4,3,5,6,5,4,5,6,4,4,3,4,3,5,3,2,4,5,3,6,5,5,5,5,3,1,6,2,3,2,5,2,4,3,1,1,2,,1,45,7,,,0,1,1
6,1,5,1,2,2,2,2,7,6,4,4,2,5,4,6,3,3,7,6,2,2,3,6,4,4,3,5,3,3,3,6,4,6,7,5,3,1,2,2,6,3,1,5,7,3,6,2,4,2,2,3,2,29,7,1370,,1,2,4
3,4,3,4,3,3,3,3,5,4,5,4,4,4,5,4,4,4,5,5,4,4,5,5,4,4,3,4,4,4,4,4,4,5,5,5,5,5,4,3,3,3,5,4,4,3,4,4,5,4,3,2,2,29,2,,,3,10,4
4,5,3,3,3,2,3,3,7,7,6,6,5,6,6,7,6,3,7,7,1,3,6,5,4,3,2,3,3,3,3,7,3,7,7,6,6,4,4,3,4,3,5,6,6,2,6,3,3,2,2,4,1,25,7,2030,,2,2,4
3,3,4,3,3,2,1,5,6,3,3,3,5,5,2,4,5,2,7,6,3,2,5,6,5,2,2,5,3,3,4,3,4,5,6,7,2,3,5,5,5,5,2,,5,5,6,4,2,2,5,3,1,19,7,,26,0,0,2
3,7,1,4,1,2,4,3,6,1,5,6,7,2,5,5,4,5,6,4,5,5,7,7,3,1,1,6,3,2,1,5,2,6,6,7,3,2,6,3,5,3,2,4,6,2,5,2,5,1,1,1,1,21,5,,,2,3,2
6,1,6,3,7,5,7,5,7,5,6,2,5,6,5,7,2,3,6,6,3,2,5,3,3,2,2,6,2,6,3,6,6,6,5,3,5,5,3,2,5,6,2,3,2,2,5,5,6,2,3,5,1,25,7,,33,2,1,5
4,3,2,6,2,2,2,6,6,2,4,4,4,5,2,5,6,2,5,5,2,2,5,6,2,3,2,6,3,2,2,4,3,6,6,6,2,2,6,6,5,5,2,5,6,5,6,4,3,2,2,4,1,29,7,1400,,2,2,4
6,6,2,5,6,5,6,3,7,6,6,5,2,2,5,6,5,5,7,6,3,3,7,6,2,2,2,5,3,5,5,5,6,5,7,6,7,6,1,2,2,6,6,3,7,5,5,6,5,6,3,3,2,37,1,980,,0,1,3
5,5,4,7,1,1,1,4,6,4,4,4,6,4,4,6,6,4,7,5,2,1,6,6,5,3,2,6,3,4,2,4,2,7,7,6,4,2,5,3,6,1,2,3,6,2,6,2,2,2,2,4,2,37,7,,,,0,3
2,6,2,6,2,2,2,5,5,4,4,4,6,2,4,4,5,4,6,5,2,2,5,6,5,4,5,4,3,4,2,4,2,5,6,6,4,3,5,3,6,2,2,4,5,3,6,4,2,2,2,3,2,33,1,,21,0,1,2
5,6,2,6,2,2,2,4,5,5,5,3,5,3,3,5,5,2,7,5,2,2,6,7,3,3,2,7,2,3,2,4,2,6,7,6,3,2,6,5,5,5,2,5,7,5,6,2,3,1,2,5,2,29,7,1120,,0,15,4
5,3,5,3,1,1,1,2,5,5,5,,3,5,6,6,4,3,6,5,2,2,4,5,4,4,3,6,3,3,2,6,3,5,5,5,5,3,2,3,4,3,3,4,5,3,5,5,2,2,3,3,2,39,7,1070,25,0,2,
1,3,3,3,1,1,1,5,2,4,4,6,7,1,2,4,6,3,6,7,1,2,6,3,2,4,1,6,3,1,1,4,1,7,7,7,4,1,4,5,7,3,1,3,7,5,6,2,1,1,1,2,2,29,7,,21,0,3,2
6,1,5,5,5,3,5,1,7,5,7,2,3,6,5,6,5,5,7,6,3,2,5,3,5,5,2,5,5,5,3,7,2,5,6,7,5,3,6,2,5,5,5,2,6,3,3,5,5,1,2,5,1,43,7,1300,,3,3,5
2,3,5,6,1,1,1,6,4,5,4,6,7,1,4,5,6,2,6,5,2,2,7,7,5,1,1,7,2,2,2,2,1,7,7,6,2,1,6,5,6,6,2,6,7,6,6,1,2,1,1,1,2,25,7,,,1,1,3
6,3,5,3,4,1,2,3,6,6,6,3,4,6,5,4,6,1,7,5,1,1,5,7,4,2,2,6,1,2,4,4,2,6,7,5,5,3,7,3,3,2,3,3,6,2,6,2,5,1,1,1,1,32,7,1100,23,2,14,2
2,6,2,6,1,1,2,6,5,2,2,6,5,2,3,5,6,7,6,4,2,1,5,7,1,6,2,5,7,6,2,3,2,6,7,6,6,6,3,2,6,6,6,6,6,6,5,2,6,2,2,2,2,22,7,,25,0,2,3
6,2,3,5,4,5,4,2,6,5,6,2,3,7,7,2,5,3,7,6,3,3,5,6,3,5,2,5,4,5,5,6,5,7,6,7,5,4,5,3,5,2,2,2,7,1,5,5,2,1,1,3,2,36,1,900,,2,4,5
3,3,2,5,3,3,3,5,4,4,4,5,5,3,4,5,5,3,6,6,3,3,6,4,4,2,2,6,2,3,3,4,2,6,6,6,3,3,4,4,6,5,3,5,6,3,6,4,3,2,2,4,1,53,7,,,0,1,2
4,4,4,2,3,5,3,5,2,5,4,5,2,5,3,5,4,5,5,3,5,5,3,5,4,2,3,5,5,5,4,4,3,3,4,3,4,2,5,4,4,5,5,3,5,4,3,4,5,2,3,5,1,36,3,,,1,1,2
2,6,2,6,2,2,2,6,2,2,2,6,6,2,2,5,5,2,6,6,2,2,6,6,2,6,2,6,2,2,2,2,2,6,6,6,3,2,5,6,6,6,2,6,6,6,5,2,2,2,2,2,2,34,7,1340,,1,1,4
5,3,5,3,1,2,1,3,6,6,5,2,3,4,6,5,5,5,6,5,2,1,6,1,6,4,4,3,4,2,3,6,2,5,4,6,7,2,3,3,5,2,4,2,5,2,6,5,2,2,2,2,2,31,7,,28,1,2,4
3,6,3,6,2,2,2,6,7,6,4,4,7,2,5,5,7,1,7,7,2,2,6,7,1,1,1,7,1,2,3,4,1,7,7,7,2,2,7,3,6,4,2,4,7,6,6,1,6,1,1,1,2,20,7,1260,29,2,2,2
1,7,1,7,1,1,1,7,7,1,1,7,7,1,1,1,7,1,7,6,1,1,7,7,1,1,1,7,1,1,1,1,1,7,7,7,1,1,7,7,7,7,1,7,7,7,7,1,1,1,1,1,2,24,2,,,0,0,3
3,6,2,6,2,1,1,6,4,4,4,6,6,1,4,2,6,3,6,5,5,2,6,6,2,3,1,6,2,2,2,4,2,7,6,6,3,3,5,4,6,5,3,6,6,6,5,2,4,1,2,3,2,42,7,,,1,7,4
5,2,6,3,2,2,3,3,6,3,5,5,5,3,3,6,3,5,6,5,2,1,6,5,4,4,1,5,2,3,2,5,2,6,6,7,6,4,3,3,7,4,2,3,6,5,6,2,3,1,2,2,1,41,7,1240,29,1,1,4
1,4,3,5,1,1,1,4,7,4,5,2,4,5,4,6,2,5,7,7,1,1,4,7,5,3,5,5,2,1,2,7,2,7,7,4,2,1,5,7,7,4,1,4,7,4,7,5,1,1,1,2,1,50,7,3,3,0,0,2
6,1,2,5,1,1,1,5,7,6,6,1,2,4,3,5,6,3,6,5,5,1,6,6,2,2,1,6,2,1,1,7,3,7,7,7,2,1,6,5,2,3,2,5,4,3,6,6,2,1,2,3,1,39,7,,27,5,0,4
5,3,6,4,5,5,5,5,6,6,4,7,5,2,4,2,6,3,5,4,7,5,6,5,1,3,2,4,1,2,3,5,5,7,7,6,3,3,6,3,3,4,2,4,5,5,4,3,5,1,2,5,1,34,7,1080,26,1,1,4
1,7,1,1,1,1,1,1,1,4,2,,2,1,1,5,6,1,7,7,6,1,6,7,1,1,1,6,1,1,1,1,1,7,7,6,5,1,5,5,4,6,1,6,7,7,5,4,2,1,1,1,1,27,7,,,2,12,4
5,3,6,4,3,4,3,4,4,4,5,4,1,5,4,4,4,3,5,3,3,5,4,5,4,5,4,4,6,4,4,5,4,3,5,4,4,3,4,4,4,5,5,4,4,4,4,6,3,4,7,5,1,29,7,,,1,2,2
1,6,1,6,1,2,2,6,5,5,2,3,7,2,2,5,4,2,7,5,2,2,3,6,1,5,1,5,2,1,1,2,2,5,7,2,1,2,6,5,6,5,2,5,5,4,5,2,2,2,2,1,2,26,7,1480,33,0,0,5
3,5,3,5,3,3,3,4,5,4,4,2,6,3,4,5,4,2,6,5,4,4,5,3,4,3,3,4,3,2,4,4,4,6,6,6,5,3,5,4,4,5,2,4,5,5,5,3,2,1,3,5,1,58,7,,,0,1,2
5,4,3,6,2,2,1,2,7,6,6,2,3,5,6,6,5,2,7,6,4,1,6,6,2,2,1,7,2,1,2,6,1,7,6,6,2,2,6,6,4,2,2,3,6,2,6,2,4,1,2,2,2,41,7,,,0,2,4
3,5,3,6,1,1,1,5,5,2,2,6,6,2,2,5,5,3,6,6,3,5,6,6,1,3,2,6,3,1,2,3,3,6,7,7,3,2,5,6,7,2,2,6,5,2,6,2,3,1,2,2,2,59,7,,,2,7,
3,4,2,5,2,3,2,5,5,4,4,2,5,4,4,6,5,3,7,6,2,2,5,7,2,1,2,7,2,2,2,4,2,6,6,5,3,1,5,5,6,5,2,6,6,5,7,2,2,2,2,2,1,34,7,,,0,0,1
6,7,6,3,1,1,1,6,4,5,7,6,4,1,2,7,5,3,7,7,1,1,7,4,2,1,1,5,6,1,7,7,1,5,6,6,6,2,5,2,5,3,5,2,6,3,7,1,5,1,1,4,1,26,7,,,1,2,4
6,2,6,4,2,1,4,2,6,5,7,5,7,5,5,5,5,5,7,6,5,3,7,6,7,3,2,6,5,4,2,6,2,6,6,6,6,5,2,3,6,2,3,3,6,4,5,4,5,1,3,2,1,25,1,,,1,1,4
1,6,4,6,1,1,1,6,2,4,2,6,7,2,4,5,7,2,6,7,2,1,6,7,2,2,1,7,2,1,1,4,1,7,7,7,2,1,7,6,6,4,2,6,7,4,6,1,2,1,1,2,2,47,7,,,1,5,2
1,7,1,7,1,1,1,2,1,5,1,6,7,1,1,5,3,1,7,7,1,1,6,7,1,1,1,7,1,1,1,5,1,7,7,4,3,2,3,3,5,6,3,2,7,5,4,1,5,1,1,1,1,53,7,,,0,0,1
3,5,2,5,2,2,2,6,2,4,3,,4,2,2,4,4,4,4,5,3,3,4,4,4,4,3,4,5,2,5,2,2,6,5,3,3,2,5,5,4,4,2,4,5,4,5,3,4,2,4,4,2,64,7,,,0,0,1
6,2,6,3,3,2,2,2,5,5,6,3,5,3,6,5,5,2,6,5,2,2,3,5,5,6,6,3,2,3,3,6,5,5,6,6,6,2,3,3,6,3,2,3,5,3,6,6,2,2,6,5,2,38,7,,,1,1,4
2,3,3,5,3,3,3,3,5,2,5,3,6,2,3,5,6,2,7,5,3,1,6,6,3,2,2,6,2,3,2,3,2,7,7,6,3,3,5,5,1,3,2,2,5,6,5,3,3,1,2,5,1,28,7,,28,0,1,4
4,3,2,3,2,2,2,4,4,4,4,4,4,4,4,5,6,2,5,6,2,2,5,6,2,3,3,6,2,2,4,4,3,6,5,5,3,3,5,6,4,4,3,4,5,4,6,2,3,3,2,4,2,30,7,,29,1,2,4
6,5,2,3,3,7,6,6,6,7,5,6,7,5,4,6,6,5,7,5,3,6,6,7,3,2,2,6,2,1,5,3,3,7,6,7,2,2,5,3,6,3,2,6,7,6,6,2,2,1,2,1,1,28,3,,,2,1,2
5,3,2,4,6,6,6,4,7,2,5,3,4,5,3,4,2,2,6,6,5,1,6,6,1,1,1,7,2,4,3,5,3,7,6,6,5,2,5,3,2,3,1,6,6,5,5,4,2,1,2,2,1,27,7,1400,31,30,5,4
3,2,2,6,2,2,2,6,3,4,6,4,6,4,4,6,6,2,7,6,2,2,6,6,2,2,2,6,2,6,6,4,2,6,6,6,2,2,5,6,3,5,2,2,6,4,6,2,2,2,2,4,2,24,7,,,0,1,3
2,6,2,6,2,2,3,3,3,3,5,3,4,5,5,5,6,3,5,5,3,4,6,6,4,3,2,5,3,2,2,4,2,7,6,5,3,3,5,6,4,3,2,3,6,3,6,2,2,1,2,2,1,29,7,,28,0,0,4
5,5,5,3,1,1,1,6,2,1,1,4,7,1,1,7,7,1,7,6,3,1,6,7,1,3,1,7,1,2,1,1,3,7,7,7,1,1,7,3,7,7,1,7,7,7,6,1,5,1,1,1,1,36,7,,,1,1,2
6,2,5,2,1,1,1,2,2,1,6,3,5,1,2,6,6,2,6,6,1,1,6,6,3,2,1,6,1,5,1,2,1,7,7,5,2,1,6,6,3,3,1,3,7,5,6,1,2,1,2,1,1,24,3,,,0,1,3
4,4,3,2,5,2,2,3,4,4,4,3,3,3,3,7,2,5,5,2,1,5,2,6,4,6,3,7,6,3,5,4,2,1,4,2,3,7,3,2,4,3,3,3,4,4,5,3,5,5,4,7,1,24,7,1200,,0,0,4
6,2,4,6,4,3,5,6,2,4,2,6,6,2,2,5,6,2,4,6,2,2,5,4,2,2,2,5,2,2,2,4,2,6,6,6,5,2,5,3,6,6,2,6,6,6,6,4,2,1,2,2,2,45,7,,,0,1,4
3,5,3,6,2,2,2,6,4,3,2,5,6,3,2,3,6,3,7,7,2,3,6,6,3,2,2,7,5,3,4,2,3,7,6,5,2,3,5,4,6,3,5,4,6,3,5,3,3,2,2,2,2,28,7,,,0,0,1
,6,2,5,2,2,3,4,5,3,2,4,2,4,5,2,5,6,2,2,6,5,3,4,5,6,5,2,5,4,6,6,5,3,2,4,5,6,2,2,4,4,5,2,2,3,2,3,4,6,2,5,2,29,5,,1300,1,2,3
1,7,1,7,1,1,1,7,1,4,1,6,7,1,1,4,7,1,7,6,1,1,6,7,2,1,1,7,1,1,2,1,1,7,6,7,1,1,7,7,7,6,1,7,7,7,6,1,1,1,1,1,1,70,7,1500,,0,0,5
2,6,2,2,2,2,2,3,5,5,5,5,6,4,5,6,5,3,7,6,2,1,6,6,2,3,2,6,3,2,1,5,2,6,6,6,3,3,5,5,3,3,3,3,6,5,6,1,3,2,3,2,1,23,7,,32,1,3,2
4,5,3,4,2,6,2,3,4,4,4,4,5,4,5,4,5,4,6,6,2,2,5,5,4,4,3,4,3,5,2,3,2,6,5,6,3,2,6,3,5,5,2,3,3,5,5,2,2,2,2,2,1,38,7,,,1,1,2
6,2,4,6,7,5,1,7,6,4,7,2,7,7,1,7,7,4,7,7,1,1,5,7,5,5,5,3,2,1,4,7,1,7,7,6,1,1,4,7,3,3,1,3,7,3,7,7,1,1,1,4,1,24,2,1610,,0,2,4
1,5,5,6,1,6,2,6,6,6,6,6,6,5,5,6,6,5,,5,6,2,5,6,5,6,6,6,2,6,6,6,3,6,6,5,6,5,3,2,6,5,6,3,6,6,6,5,5,6,6,5,1,27,7,,,1,1,5
6,2,5,5,1,1,1,2,6,4,6,2,4,2,4,6,6,2,6,2,5,1,6,7,3,2,2,6,2,1,2,4,5,7,6,6,2,2,5,6,4,3,1,2,6,5,6,5,2,1,1,1,1,28,7,,31,2,10,4
5,2,5,5,2,2,2,3,5,6,5,2,3,5,5,5,5,2,6,6,2,2,6,6,2,3,1,6,2,3,2,5,3,6,6,6,3,3,5,5,3,5,5,5,6,6,5,2,3,2,2,3,1,29,7,1290,,2,4,5
1,7,1,7,1,1,1,7,4,3,5,7,7,1,1,3,4,2,7,6,2,1,6,6,2,4,2,5,1,4,1,1,1,7,7,6,1,1,6,2,6,6,1,7,7,6,7,1,1,1,1,1,2,58,7,,,0,0,2
2,6,1,6,1,1,1,2,7,5,6,2,4,2,5,7,3,1,7,7,1,1,7,6,3,2,2,7,2,1,3,7,1,6,7,4,4,2,2,3,7,4,3,3,7,4,7,1,2,1,1,2,1,44,7,1120,,4,4,4
1,6,3,7,1,1,3,3,2,6,6,5,7,1,6,4,6,5,6,5,2,5,6,6,5,5,3,3,2,3,3,6,3,7,6,5,5,3,5,1,7,3,3,3,7,5,5,1,2,1,2,2,2,23,7,1390,,0,3,2
4,3,3,3,3,3,3,5,3,4,4,5,4,4,3,4,4,4,4,5,4,4,5,4,4,4,3,4,3,3,3,3,3,5,4,5,3,4,5,5,4,3,4,4,4,4,4,4,4,4,3,3,1,22,7,,,0,1,1
2,2,4,5,1,1,2,5,2,4,3,4,5,2,5,4,6,2,6,5,2,1,6,6,3,2,2,6,2,2,2,5,2,6,5,6,2,3,6,3,6,4,2,4,6,5,5,1,2,1,2,2,2,23,7,,,2,2,4
4,2,4,4,4,5,4,5,6,5,2,4,6,3,3,4,6,4,6,6,2,3,6,5,2,4,2,5,6,6,2,5,3,6,6,6,5,4,5,5,6,3,2,4,7,2,5,3,3,1,3,2,2,25,1,1250,26,0,0,4
1,7,1,7,1,1,1,7,5,1,7,7,7,1,1,6,6,7,7,6,2,1,2,6,1,6,1,6,1,1,1,1,1,7,7,7,2,1,6,2,7,6,1,6,7,6,7,1,1,1,1,1,2,74,7,,,0,0,1
2,4,2,6,2,2,4,2,7,7,6,3,2,6,6,6,4,3,6,5,2,2,6,6,4,2,2,6,3,1,2,6,2,5,6,6,4,3,5,4,3,3,3,2,6,2,6,3,3,2,2,2,1,31,1,1300,27,16,2,4
5,5,5,3,2,2,2,4,5,3,3,5,6,2,3,5,4,2,6,6,2,2,4,6,2,4,2,6,4,2,2,4,2,6,6,5,3,2,5,6,4,5,2,4,5,5,5,2,3,1,2,5,1,25,7,,24,0,0,3
2,6,2,1,1,1,1,6,,3,3,7,6,1,1,5,7,4,6,6,2,2,6,5,2,1,1,6,2,2,5,4,1,6,7,6,6,2,6,6,7,1,1,7,5,7,7,3,2,1,1,5,2,26,7,900,,1,2,3
6,3,4,3,4,3,2,3,6,4,6,6,3,5,5,4,6,2,6,5,4,2,6,6,3,3,2,6,2,3,2,6,3,6,6,6,4,2,5,3,3,3,3,3,6,3,6,1,3,2,2,4,2,25,2,2120,,1,0,4
4,3,2,4,2,2,2,5,5,4,4,5,4,5,4,6,3,2,4,5,3,4,6,6,3,4,2,4,4,4,2,4,4,6,6,6,3,2,6,5,4,4,2,5,6,3,6,4,3,2,4,2,1,34,7,,,1,1,3
4,5,4,3,4,5,6,5,6,2,3,3,7,7,2,4,5,5,6,6,4,5,6,7,3,6,6,7,5,5,3,5,6,6,4,4,7,7,6,3,5,3,3,3,4,2,4,2,4,2,2,5,1,25,7,1920,23,3,2,3
5,3,6,6,1,1,1,3,4,6,5,2,5,1,4,7,7,1,7,7,1,1,6,7,1,1,1,7,1,3,1,3,2,7,7,7,1,1,6,7,7,6,1,3,7,6,7,1,1,1,1,1,1,35,7,,33,0,0,1
3,5,2,6,2,2,1,3,7,7,6,3,3,2,5,3,6,2,6,3,6,5,7,3,6,2,2,6,2,2,2,6,3,7,6,3,5,3,6,3,5,3,5,3,6,3,5,5,5,1,2,6,1,23,3,,,1,2,2
2,7,3,5,2,1,2,7,7,6,5,3,5,5,6,6,6,2,1,5,2,1,6,7,1,2,1,5,2,2,1,7,1,7,6,5,3,5,6,5,2,4,2,4,6,6,6,1,2,2,2,2,2,23,7,,,4,2,2
3,7,1,7,1,1,1,6,1,4,3,6,7,2,1,4,6,1,6,6,1,1,5,3,5,5,1,4,2,1,1,4,2,7,7,5,3,1,4,6,7,6,1,7,7,6,5,3,1,1,1,2,2,43,7,,,0,2,4
2,6,2,6,2,1,2,5,4,2,2,5,5,4,4,6,2,3,3,3,4,5,5,6,2,2,2,4,3,2,2,3,1,5,3,5,2,2,4,3,5,5,2,5,5,5,4,6,2,2,2,1,2,21,2,2890,33,0,1,4
6,4,3,6,1,2,4,5,5,5,5,2,3,4,5,4,5,4,6,6,1,2,6,6,4,5,2,5,2,,2,5,2,5,5,6,2,2,4,5,6,5,3,4,5,2,5,2,2,2,2,3,2,45,1,,,1,1,
5,2,6,5,3,2,5,6,3,3,2,6,7,2,4,3,5,5,4,4,5,6,5,3,6,4,3,5,4,5,3,4,2,6,6,5,4,3,5,4,6,5,3,6,6,6,4,4,4,1,4,4,1,40,7,,,0,3,3
6,2,6,2,2,2,2,1,2,5,5,3,5,5,7,3,7,2,7,7,3,1,6,7,2,2,5,6,5,3,3,2,3,7,7,7,5,2,6,5,6,2,2,1,7,2,7,2,5,1,1,1,2,23,7,2100,,1,1,4
3,6,2,6,1,1,1,4,5,3,4,5,5,3,3,5,6,2,6,5,2,2,5,5,3,2,2,5,2,5,2,4,2,6,6,4,3,3,5,5,5,4,2,5,5,5,6,1,2,2,2,2,1,22,7,,,0,2,2
4,4,4,6,2,2,2,5,4,4,2,4,2,3,2,6,6,4,6,6,2,2,6,6,2,3,3,6,2,4,2,3,2,6,6,5,5,1,6,5,4,4,2,3,5,3,6,3,3,1,2,2,1,25,7,,28,1,0,4
3,6,3,6,2,2,2,5,3,2,3,5,6,2,2,3,6,2,6,6,3,3,6,6,5,6,2,6,6,2,2,3,2,7,6,6,3,3,6,3,3,5,2,3,7,5,6,2,5,1,2,2,2,22,7,,23,1,15,4
2,5,2,5,1,1,1,6,3,2,2,6,7,3,3,7,5,2,7,7,2,1,6,7,2,1,2,7,1,1,2,2,2,7,7,6,5,2,5,3,5,6,5,6,7,6,6,2,3,1,2,5,2,67,7,,,1,1,4
1,7,1,7,1,2,4,3,6,4,5,3,4,3,4,6,5,3,6,6,2,1,7,7,3,3,1,7,1,1,1,5,3,6,6,7,4,2,,3,4,4,4,4,6,5,6,1,1,1,1,2,2,49,7,1100,,2,15,
1,3,1,1,1,1,2,1,1,5,6,2,5,5,7,7,7,1,6,6,5,1,6,7,7,6,1,6,1,2,1,7,1,7,7,7,1,1,6,7,3,2,1,2,7,2,6,1,7,1,1,2,1,22,7,,,0,1,2
7,5,7,3,7,7,7,1,5,7,7,4,5,4,5,3,7,4,7,6,4,1,5,4,4,7,4,7,3,5,7,5,5,7,7,6,7,5,5,7,7,7,5,4,5,5,6,7,6,1,1,1,2,19,2,1900,,0,0,2
5,6,,5,2,2,2,4,6,4,4,4,4,4,4,5,5,5,6,6,2,3,5,6,2,3,2,6,2,2,2,4,2,6,6,6,5,3,5,3,5,4,4,4,6,4,6,2,3,2,2,2,2,36,7,1540,33,4,1,6
3,5,1,6,4,4,2,2,6,7,6,3,6,6,7,6,6,2,7,3,5,3,5,7,3,5,1,7,1,2,1,7,5,7,7,6,5,2,5,2,2,6,5,5,5,6,6,3,6,1,2,5,1,30,7,1500,,1,1,4
6,4,3,6,2,2,2,6,2,6,2,6,6,2,4,6,2,2,6,6,6,2,6,6,5,5,2,6,2,4,6,2,2,6,6,7,2,2,6,6,4,6,2,4,7,6,6,2,4,1,4,4,2,34,7,,,1,2,3
5,3,3,3,2,4,2,2,5,6,5,5,5,4,3,4,6,4,5,5,5,3,6,6,2,4,2,6,3,2,4,3,2,6,6,7,2,2,6,4,3,3,2,3,6,2,5,2,3,2,1,2,1,21,5,,24,1,1,2
6,2,3,2,2,2,2,5,6,6,5,2,2,6,4,6,6,2,6,6,2,2,6,7,6,5,3,5,3,2,5,6,5,7,7,6,6,5,5,5,2,2,2,7,7,2,7,6,6,1,5,6,1,27,7,,,1,3,2
2,4,1,7,1,1,1,4,4,4,5,7,6,2,2,3,6,3,6,5,2,2,5,5,2,3,2,5,2,2,4,2,2,7,6,6,2,2,6,5,6,4,2,4,7,3,4,3,4,2,2,2,2,26,2,,,2,1,3
2,3,2,5,1,1,1,6,4,5,4,4,5,1,4,5,7,1,7,7,2,1,7,7,1,1,1,7,1,3,2,4,1,7,7,5,2,1,5,7,5,7,1,4,7,6,5,4,2,1,1,1,2,35,7,1320,,1,4,2
6,3,6,5,7,5,3,7,4,4,4,3,6,4,3,1,5,1,2,2,1,7,7,5,4,3,1,2,3,4,6,2,3,7,4,6,5,2,3,2,2,4,2,6,3,3,5,4,1,1,6,4,1,23,2,2100,31,0,0,4
5,3,5,3,4,3,4,4,5,6,5,4,5,5,4,5,5,3,6,5,4,3,4,6,4,4,4,5,3,2,3,5,3,6,6,5,4,3,4,4,4,4,3,4,6,4,4,3,3,2,4,2,1,38,7,1440,,5,3,4
5,5,4,3,4,4,5,2,5,6,7,1,2,7,7,6,3,5,7,6,3,1,5,7,5,6,7,3,2,2,5,7,5,6,7,5,4,3,4,3,4,1,5,4,6,1,7,1,2,1,3,6,2,29,7,1460,,6,20,5
3,6,2,3,1,1,1,6,5,2,3,4,6,2,5,5,6,,6,6,2,1,5,7,3,3,3,6,1,3,2,3,2,6,6,6,2,3,5,5,5,5,2,6,6,5,5,1,4,1,1,1,1,27,7,,30,101,101,4
4,3,3,4,3,2,2,4,6,6,6,3,6,6,4,6,7,2,7,7,3,1,5,6,2,3,2,6,3,2,2,5,2,6,7,6,5,2,7,6,5,6,4,4,6,6,6,2,3,2,3,3,1,29,7,,32,0,2,5
1,2,5,6,1,1,1,6,4,4,2,2,7,2,4,6,7,1,7,6,1,1,6,5,1,1,1,7,1,1,2,2,1,7,6,6,2,1,7,6,7,7,1,6,7,7,6,5,3,1,1,2,1,39,7,,,2,3,2
